label,content,clean,norm,stop,token,stem
negatif,"Dana refound masuknya lama.. sudah satu minggu belum masuk rekening, pakai Payleter malah dana refound jadi voucher belanja itupun masuknya satu minggu.. trus gemana kalo mau belanja lagi.. sedang voucer refound di kasih waktu 1 minggu hangus.. lah kocak, uang kita sendiri bisa hangus ya kocak.. jaminan ori cuma berlaku buat toko yang di kelola blibli ya. pengiriman tergantung jenis expedisi.. tapi retur barang syaratnya ribet dan bikin muak.. terlalu bertele tele.. terlalu menyusahkan konsumen",dana refound masuknya lama sudah satu minggu belum masuk rekening pakai payleter malah dana refound jadi voucher belanja itupun masuknya satu minggu trus gemana kalo mau belanja lagi sedang voucer refound di kasih waktu 1 minggu hangus lah kocak uang kita sendiri bisa hangus ya kocak jaminan ori cuma berlaku buat toko yang di kelola blibli ya pengiriman tergantung jenis expedisi tapi retur barang syaratnya ribet dan bikin muak terlalu bertele tele terlalu menyusahkan konsumen, dana refound masuknya lama sudah satu minggu belum masuk rekening pakai payleter malah dana refound jadi voucher belanja itupun masuknya satu minggu trus gemana kalo mau belanja lagi sedang voucer refound di kasih waktu 1 minggu hangus lah kocak uang kita sendiri bisa hangus ya kocak jaminan ori cuma berlaku buat toko yang di kelola blibli ya pengiriman tergantung jenis expedisi tapi retur barang syaratnya ribet dan bikin muak terlalu bertele tele terlalu menyusahkan konsumen , dana refound masuknya lama satu minggu masuk rekening pakai payleter malah dana refound jadi voucher belanja itupun masuknya satu minggu trus gemana kalo mau belanja sedang voucer refound kasih waktu 1 minggu hangus lah kocak uang sendiri hangus kocak jaminan ori cuma berlaku buat toko di kelola blibli pengiriman tergantung jenis expedisi retur barang syaratnya ribet bikin muak terlalu bertele tele terlalu menyusahkan konsumen ,"['dana', 'refound', 'masuknya', 'lama', 'satu', 'minggu', 'masuk', 'rekening', 'pakai', 'payleter', 'malah', 'dana', 'refound', 'jadi', 'voucher', 'belanja', 'itupun', 'masuknya', 'satu', 'minggu', 'trus', 'gemana', 'kalo', 'mau', 'belanja', 'sedang', 'voucer', 'refound', 'kasih', 'waktu', '1', 'minggu', 'hangus', 'lah', 'kocak', 'uang', 'sendiri', 'hangus', 'kocak', 'jaminan', 'ori', 'cuma', 'berlaku', 'buat', 'toko', 'di', 'kelola', 'blibli', 'pengiriman', 'tergantung', 'jenis', 'expedisi', 'retur', 'barang', 'syaratnya', 'ribet', 'bikin', 'muak', 'terlalu', 'bertele', 'tele', 'terlalu', 'menyusahkan', 'konsumen']",dana refound masuk lama satu minggu masuk rekening pakai payleter malah dana refound jadi voucher belanja itu masuk satu minggu trus gana kalo mau belanja sedang voucer refound kasih waktu 1 minggu hangus lah kocak uang sendiri hangus kocak jamin ori cuma laku buat toko di kelola blibli kirim gantung jenis expedisi retur barang syarat ribet bikin muak terlalu tele tele terlalu susah konsumen
netral,"sdh sering komplen masalah keterlambatan pengiriman k cs nya,gk ada solusi d suruh nunggu terussssss,pdhl obat nya keburu d minum,d batalkan pesanan juga gk bisa...hedehhhhh parahhhhh...minimal kl tdk bisa batalkan pesanan jgn mempersulit customer",sdh sering komplen masalah keterlambatan pengiriman k cs nyagk ada solusi d suruh nunggu terusssssspdhl obat nya keburu d minumd batalkan pesanan juga gk bisahedehhhhh parahhhhhminimal kl tdk bisa batalkan pesanan jgn mempersulit customer, sdh sering komplen masalah keterlambatan pengiriman k cs nyagk ada solusi d suruh nunggu terusssssspdhl obat nya keburu d minumd batalkan pesanan juga gk bisahedehhhhh parahhhhhminimal kl tidak bisa batalkan pesanan jgn mempersulit customer , sdh sering komplen masalah keterlambatan pengiriman k cs nyagk solusi d suruh nunggu terusssssspdhl obat nya keburu d minumd batalkan pesanan gk bisahedehhhhh parahhhhhminimal kl bisa batalkan pesanan jgn mempersulit customer ,"['sdh', 'sering', 'komplen', 'masalah', 'keterlambatan', 'pengiriman', 'k', 'cs', 'nyagk', 'solusi', 'd', 'suruh', 'nunggu', 'terusssssspdhl', 'obat', 'nya', 'keburu', 'd', 'minumd', 'batalkan', 'pesanan', 'gk', 'bisahedehhhhh', 'parahhhhhminimal', 'kl', 'bisa', 'batalkan', 'pesanan', 'jgn', 'mempersulit', 'customer']",sdh sering komplen masalah lambat kirim k cs nyagk solusi d suruh nunggu terusssssspdhl obat nya keburu d minumd batal pesan gk bisahedehhhhh parahhhhhminimal kl bisa batal pesan jgn sulit customer
negatif,iklan gak jelas,iklan gak jelas, iklan tidak jelas , iklan jelas ,"['iklan', 'jelas']",iklan jelas
positif,keren bisa buat bayar PBB kota palu,keren bisa buat bayar pbb kota palu, keren bisa buat bayar pbb kota palu , keren buat bayar pbb kota palu ,"['keren', 'buat', 'bayar', 'pbb', 'kota', 'palu']",keren buat bayar pbb kota palu
positif,terbaik dan sangat nyaman digunakan,terbaik dan sangat nyaman digunakan, terbaik dan sangat nyaman digunakan , terbaik sangat nyaman digunakan ,"['terbaik', 'sangat', 'nyaman', 'digunakan']",baik sangat nyaman guna
negatif,"gk ada tanggung jawab keamanan terhadap CS, gk usah pake ini apk..",gk ada tanggung jawab keamanan terhadap cs gk usah pake ini apk, gk ada tanggung jawab keamanan terhadap cs gk usah pake ini apk , gk tanggung jawab keamanan cs gk usah pake apk ,"['gk', 'tanggung', 'jawab', 'keamanan', 'cs', 'gk', 'usah', 'pake', 'apk']",gk tanggung jawab aman cs gk usah pake apk
positif,user friendly,user friendly, user friendly , user friendly ,"['user', 'friendly']",user friendly
positif,mudah dipahami dan digunakan,mudah dipahami dan digunakan, mudah dipahami dan digunakan , mudah dipahami digunakan ,"['mudah', 'dipahami', 'digunakan']",mudah paham guna
positif,ok,ok, ok , ,[],
netral,"untuk pihak Blibli,saya pertama kali download aplikasi ini, katanya pelanggan baru dapat cashback 99% kenapa saya tidak dapat padahal di notifikasi hp saya ada tapi kenapa tidak dapat cashback 99% nya? jangan tipu²",untuk pihak bliblisaya pertama kali download aplikasi ini katanya pelanggan baru dapat cashback 99 kenapa saya tidak dapat padahal di notifikasi hp saya ada tapi kenapa tidak dapat cashback 99 nya jangan tipu, untuk pihak bliblisaya pertama kali download aplikasi ini katanya pelanggan baru dapat cashback 99 kenapa saya tidak dapat padahal di notifikasi hp saya ada tapi kenapa tidak dapat cashback 99 nya jangan tipu , pihak bliblisaya pertama kali download aplikasi katanya pelanggan dapat cashback 99 dapat padahal notifikasi hp saya ada kenapa dapat cashback 99 nya jangan tipu ,"['pihak', 'bliblisaya', 'pertama', 'kali', 'download', 'aplikasi', 'katanya', 'pelanggan', 'dapat', 'cashback', '99', 'dapat', 'padahal', 'notifikasi', 'hp', 'saya', 'ada', 'kenapa', 'dapat', 'cashback', '99', 'nya', 'jangan', 'tipu']",pihak bliblisaya pertama kali download aplikasi kata langgan dapat cashback 99 dapat padahal notifikasi hp saya ada kenapa dapat cashback 99 nya jangan tipu
negatif,mau buka rekening susah banget,mau buka rekening susah banget, mau buka rekening susah banget , mau buka rekening susah banget ,"['mau', 'buka', 'rekening', 'susah', 'banget']",mau buka rekening susah banget
netral,gampang menggunakan Paylater,gampang menggunakan paylater, gampang menggunakan paylater , gampang menggunakan paylater ,"['gampang', 'menggunakan', 'paylater']",gampang guna paylater
positif,keren banget,keren banget, keren banget , keren banget ,"['keren', 'banget']",keren banget
positif,mudah digunakan dan simpel,mudah digunakan dan simpel, mudah digunakan dan simpel , mudah digunakan simpel ,"['mudah', 'digunakan', 'simpel']",mudah guna simpel
positif,"Alhamdulillah skrang Blibli makin ksini makin membaik, banyak voucher juga, dan pengiriman juga satset, gak pake lama dan gak pake ribet, sukses terus Blibli kasih yg terbaik buat customernya..🙏",alhamdulillah skrang blibli makin ksini makin membaik banyak voucher juga dan pengiriman juga satset gak pake lama dan gak pake ribet sukses terus blibli kasih yg terbaik buat customernya, alhamdulillah skrang blibli makin ksini makin membaik banyak voucher juga dan pengiriman juga satset tidak pake lama dan tidak pake ribet sukses terus blibli kasih yang terbaik buat customernya , alhamdulillah skrang blibli makin ksini makin membaik voucher pengiriman satset pake lama dan tidak pake ribet sukses terus blibli kasih terbaik buat customernya ,"['alhamdulillah', 'skrang', 'blibli', 'makin', 'ksini', 'makin', 'membaik', 'voucher', 'pengiriman', 'satset', 'pake', 'lama', 'dan', 'tidak', 'pake', 'ribet', 'sukses', 'terus', 'blibli', 'kasih', 'terbaik', 'buat', 'customernya']",alhamdulillah skrang blibli makin ksini makin baik voucher kirim satset pake lama dan tidak pake ribet sukses terus blibli kasih baik buat customernya
positif,keren,keren, keren , keren ,['keren'],keren
netral,"download karena tugas sekolah, sekolah ku kerja sama dengan blibli:)",download karena tugas sekolah sekolah ku kerja sama dengan blibli, download karena tugas sekolah sekolah ku kerja sama dengan blibli , download tugas sekolah sekolah ku kerja sama blibli ,"['download', 'tugas', 'sekolah', 'sekolah', 'ku', 'kerja', 'sama', 'blibli']",download tugas sekolah sekolah ku kerja sama blibli
negatif,"gua mau daftar blibi paylater by indodana gak bisa terus karena kamera blur,sampah",gua mau daftar blibi paylater by indodana gak bisa terus karena kamera blursampah, gua mau daftar blibi paylater by indodana tidak bisa terus karena kamera blursampah , gua mau daftar blibi paylater by indodana bisa terus kamera blursampah ,"['gua', 'mau', 'daftar', 'blibi', 'paylater', 'by', 'indodana', 'bisa', 'terus', 'kamera', 'blursampah']",gua mau daftar blibi paylater by indodana bisa terus kamera blursampah
negatif,Bisa²nya iklan smpe ke hp ku bb memang iklan anjg,bisanya iklan smpe ke hp ku bb memang iklan anjg, bisanya iklan smpe ke hp ku bb memang iklan anjg , bisanya iklan smpe hp ku bb memang iklan anjg ,"['bisanya', 'iklan', 'smpe', 'hp', 'ku', 'bb', 'memang', 'iklan', 'anjg']",bisa iklan smpe hp ku bb memang iklan anjg
negatif,"expedisi nya bes expres kaya ga siap, kurir sudah minta sharelok pas di kasih ga ada kabar malah paket ga di kirim. paket ku 2 Minggu ga sampe dan chat cs pun ga ada kejelasan sampe sekarang,",expedisi nya bes expres kaya ga siap kurir sudah minta sharelok pas di kasih ga ada kabar malah paket ga di kirim paket ku 2 minggu ga sampe dan chat cs pun ga ada kejelasan sampe sekarang, expedisi nya bes expres kaya tidak siap kurir sudah minta sharelok pas di kasih tidak ada kabar malah paket tidak di kirim paket ku 2 minggu tidak sampe dan chat cs pun tidak ada kejelasan sampe sekarang , expedisi nya bes expres kaya siap kurir minta sharelok pas kasih kabar malah paket di kirim paket ku 2 minggu sampe chat cs tidak ada kejelasan sampe sekarang ,"['expedisi', 'nya', 'bes', 'expres', 'kaya', 'siap', 'kurir', 'minta', 'sharelok', 'pas', 'kasih', 'kabar', 'malah', 'paket', 'di', 'kirim', 'paket', 'ku', '2', 'minggu', 'sampe', 'chat', 'cs', 'tidak', 'ada', 'kejelasan', 'sampe', 'sekarang']",expedisi nya bes expres kaya siap kurir minta sharelok pas kasih kabar malah paket di kirim paket ku 2 minggu sampe chat cs tidak ada jelas sampe sekarang
positif,aplikasi nya smooth dan tolong merchant nya banyakin soalnya ini satu satunya aplikasi e-commerce yang aku pake gatau knp e-commerce yang lain tu ga smoth di hp aku,aplikasi nya smooth dan tolong merchant nya banyakin soalnya ini satu satunya aplikasi ecommerce yang aku pake gatau knp ecommerce yang lain tu ga smoth di hp aku, aplikasi nya smooth dan tolong merchant nya banyakin soalnya ini satu satunya aplikasi ecommerce yang aku pake gatau knp ecommerce yang lain tu tidak smoth di hp aku , aplikasi nya smooth tolong merchant nya banyakin soalnya satu satunya aplikasi ecommerce aku pake gatau knp ecommerce lain tu smoth hp aku ,"['aplikasi', 'nya', 'smooth', 'tolong', 'merchant', 'nya', 'banyakin', 'soalnya', 'satu', 'satunya', 'aplikasi', 'ecommerce', 'aku', 'pake', 'gatau', 'knp', 'ecommerce', 'lain', 'tu', 'smoth', 'hp', 'aku']",aplikasi nya smooth tolong merchant nya banyakin soal satu satu aplikasi ecommerce aku pake gatau knp ecommerce lain tu smoth hp aku
positif,mudah & keren,mudah keren, mudah keren , mudah keren ,"['mudah', 'keren']",mudah keren
positif,manttaapp,manttaapp, manttaapp , manttaapp ,['manttaapp'],manttaapp
positif,"enak bgt belanja diblibli, packing nya rapi ga pernah kecewa",enak bgt belanja diblibli packing nya rapi ga pernah kecewa, enak bgt belanja diblibli packing nya rapi tidak pernah kecewa , enak bgt belanja diblibli packing nya rapi pernah kecewa ,"['enak', 'bgt', 'belanja', 'diblibli', 'packing', 'nya', 'rapi', 'pernah', 'kecewa']",enak bgt belanja diblibli packing nya rapi pernah kecewa
positif,puas bangettt,puas bangettt, puas bangettt , puas bangettt ,"['puas', 'bangettt']",puas bangettt
netral,kerena bingitzzz.,kerena bingitzzz, kerena bingitzzz , kerena bingitzzz ,"['kerena', 'bingitzzz']",rena bingitzzz
negatif,kebanyakan iklan,kebanyakan iklan, kebanyakan iklan , kebanyakan iklan ,"['kebanyakan', 'iklan']",banyak iklan
negatif,"aplikasi nya kurang ini masa paylater saya d tangguhkan gara2 saya ketiduran lupa bayar ,besoknya saya langsung byr dan selanjutnya sampe beres bayar tepat waktu .jadi kecewa sih",aplikasi nya kurang ini masa paylater saya d tangguhkan gara2 saya ketiduran lupa bayar besoknya saya langsung byr dan selanjutnya sampe beres bayar tepat waktu jadi kecewa sih, aplikasi nya kurang ini masa paylater saya d tangguhkan gara2 saya ketiduran lupa bayar besoknya saya langsung byr dan selanjutnya sampe beres bayar tepat waktu jadi kecewa sih , aplikasi nya kurang masa paylater d tangguhkan gara2 ketiduran lupa bayar besoknya langsung byr selanjutnya sampe beres bayar tepat waktu jadi kecewa sih ,"['aplikasi', 'nya', 'kurang', 'masa', 'paylater', 'd', 'tangguhkan', 'gara2', 'ketiduran', 'lupa', 'bayar', 'besoknya', 'langsung', 'byr', 'selanjutnya', 'sampe', 'beres', 'bayar', 'tepat', 'waktu', 'jadi', 'kecewa', 'sih']",aplikasi nya kurang masa paylater d tangguh gara2 tidur lupa bayar besok langsung byr lanjut sampe beres bayar tepat waktu jadi kecewa sih
positif,mantap ini aplikasi,mantap ini aplikasi, mantap ini aplikasi , mantap aplikasi ,"['mantap', 'aplikasi']",mantap aplikasi
positif,mantab,mantab, mantab , mantab ,['mantab'],mantab
negatif,"mau log in D aplikasi ini susah padah sinyal bagus,",mau log in d aplikasi ini susah padah sinyal bagus, mau log in d aplikasi ini susah padah sinyal bagus , mau log in d aplikasi susah padah sinyal bagus ,"['mau', 'log', 'in', 'd', 'aplikasi', 'susah', 'padah', 'sinyal', 'bagus']",mau log in d aplikasi susah padah sinyal bagus
positif,ok,ok, ok , ,[],
positif,simpel. user friendly.,simpel user friendly, simpel user friendly , simpel user friendly ,"['simpel', 'user', 'friendly']",simpel user friendly
negatif,"buruk , pelayanan buruk retur duitnya ga balik lagi ga tau kemana",buruk pelayanan buruk retur duitnya ga balik lagi ga tau kemana, buruk pelayanan buruk retur duitnya tidak balik lagi tidak tau kemana , buruk pelayanan buruk retur duitnya balik tidak tau ,"['buruk', 'pelayanan', 'buruk', 'retur', 'duitnya', 'balik', 'tidak', 'tau']",buruk layan buruk retur duit balik tidak tau
positif,baik,baik, baik , ,[],
positif,mantep,mantep, mantep , mantep ,['mantep'],mantep
positif,Sdh bagus... pertahankan dan tingkatkan terus.. !,sdh bagus pertahankan dan tingkatkan terus, sdh bagus pertahankan dan tingkatkan terus , sdh bagus pertahankan tingkatkan terus ,"['sdh', 'bagus', 'pertahankan', 'tingkatkan', 'terus']",sdh bagus tahan tingkat terus
negatif,ituu kalo ada masalah responyaa lama sekali si min,ituu kalo ada masalah responyaa lama sekali si min, ituu kalo ada masalah responyaa lama sekali si min , ituu kalo masalah responyaa lama sekali si min ,"['ituu', 'kalo', 'masalah', 'responyaa', 'lama', 'sekali', 'si', 'min']",ituu kalo masalah responyaa lama sekali si min
